,context1,context2,context3,context4,context5,mutated_letter,pos1,pos2,pos3,size,value1,value2,value3,CDR1_end,CDR2_end,CDR3_end,CDR1_end,CDR2_end,CDR3_end
23211,1,1,2,4,1,1,314.0,66.0,67.0,27.0,0.185185185185,0.037037037037,0.037037037037,105.0,177.0,351,105.0,177.0,351
23212,2,4,3,2,1,4,64.0,33.0,290.0,29.0,0.0344827586207,0.0344827586207,0.0344827586207,105.0,177.0,351,105.0,177.0,351
23215,4,3,3,4,3,4,160.0,34.0,67.0,18.0,0.0555555555556,0.0555555555556,0.0555555555556,99.0,174.0,342,99.0,174.0,342
23219,3,2,2,4,3,1,255.0,144.0,195.0,13.0,0.307692307692,0.0769230769231,0.0769230769231,99.0,174.0,330,99.0,174.0,330
23225,3,3,3,2,4,4,109.0,161.0,91.0,16.0,0.1875,0.0625,0.0625,99.0,174.0,324,99.0,174.0,324
23231,4,1,2,1,2,1,102.0,117.0,34.0,67.0,0.0597014925373,0.0597014925373,0.0298507462687,99.0,180.0,345,99.0,180.0,345
23233,3,3,2,1,3,1,197.0,160.0,195.0,20.0,0.25,0.05,0.05,99.0,174.0,345,99.0,174.0,345
23236,3,2,2,4,2,1,71.0,67.0,69.0,16.0,0.125,0.0625,0.0625,99.0,171.0,333,99.0,171.0,333
23237,4,3,1,4,3,3,88.0,146.0,60.0,12.0,0.0833333333333,0.0833333333333,0.0833333333333,105.0,177.0,360,105.0,177.0,360
23244,2,2,4,3,3,3,262.0,6.0,231.0,18.0,0.0555555555556,0.0555555555556,0.0555555555556,99.0,174.0,336,99.0,174.0,336
23246,3,2,2,1,1,1,351.0,230.0,191.0,15.0,0.2,0.0666666666667,0.0666666666667,99.0,174.0,330,99.0,174.0,330
23247,2,1,1,4,3,2,67.0,44.0,302.0,18.0,0.0555555555556,0.0555555555556,0.0555555555556,105.0,177.0,366,105.0,177.0,366
23248,1,3,2,4,4,1,163.0,36.0,7.0,13.0,0.0769230769231,0.0769230769231,0.0769230769231,105.0,177.0,366,105.0,177.0,366
23255,3,2,2,3,4,1,278.0,159.0,293.0,29.0,0.0689655172414,0.0689655172414,0.0689655172414,99.0,174.0,345,99.0,174.0,345
23259,1,3,3,3,3,4,129.0,197.0,161.0,12.0,0.0833333333333,0.0833333333333,0.0833333333333,99.0,174.0,351,99.0,174.0,351
23261,1,2,3,3,4,4,354.0,15.0,193.0,17.0,0.176470588235,0.176470588235,0.117647058824,99.0,174.0,324,99.0,174.0,324
23266,3,3,1,3,2,3,165.0,263.0,232.0,27.0,0.037037037037,0.037037037037,0.037037037037,99.0,174.0,330,99.0,174.0,330
23268,3,2,1,3,2,4,7.0,264.0,138.0,44.0,0.0227272727273,0.0227272727273,0.0227272727273,99.0,171.0,324,99.0,171.0,324
23272,4,2,2,3,2,1,111.0,186.0,33.0,12.0,0.166666666667,0.166666666667,0.0833333333333,99.0,171.0,342,99.0,171.0,342
23274,1,4,4,3,3,3,143.0,247.0,34.0,13.0,0.384615384615,0.153846153846,0.0769230769231,105.0,177.0,336,105.0,177.0,336
23275,3,1,3,4,2,4,17.0,130.0,4.0,38.0,0.105263157895,0.0526315789474,0.0263157894737,99.0,171.0,327,99.0,171.0,327
23276,3,3,4,2,2,3,109.0,15.0,209.0,10.0,0.1,0.1,0.1,99.0,171.0,327,99.0,171.0,327
23279,3,2,1,2,4,2,103.0,258.0,132.0,13.0,0.153846153846,0.0769230769231,0.0769230769231,99.0,171.0,327,99.0,171.0,327
23281,4,4,3,3,4,4,32.0,16.0,131.0,35.0,0.0285714285714,0.0285714285714,0.0285714285714,99.0,171.0,354,99.0,171.0,354
23282,2,2,4,3,1,3,256.0,193.0,166.0,12.0,0.0833333333333,0.0833333333333,0.0833333333333,99.0,174.0,336,99.0,174.0,336
23285,4,1,3,1,2,4,213.0,256.0,65.0,15.0,0.2,0.0666666666667,0.0666666666667,99.0,174.0,336,99.0,174.0,336
23287,4,2,2,3,2,1,117.0,227.0,35.0,22.0,0.136363636364,0.0909090909091,0.0454545454545,99.0,174.0,342,99.0,174.0,342
23290,3,2,2,3,3,1,195.0,132.0,101.0,13.0,0.0769230769231,0.0769230769231,0.0769230769231,99.0,174.0,324,99.0,174.0,324
23293,3,1,1,2,2,3,226.0,70.0,102.0,27.0,0.037037037037,0.037037037037,0.037037037037,99.0,174.0,339,99.0,174.0,339
23298,4,1,2,2,1,4,88.0,162.0,139.0,12.0,0.416666666667,0.0833333333333,0.0833333333333,99.0,174.0,339,99.0,174.0,339
23299,3,3,1,3,4,2,16.0,209.0,36.0,9.0,0.111111111111,0.111111111111,0.111111111111,99.0,174.0,330,99.0,174.0,330
23300,2,4,3,4,3,4,64.0,40.0,107.0,7.0,0.142857142857,0.142857142857,0.142857142857,99.0,174.0,348,99.0,174.0,348
23301,1,1,3,3,4,1,321.0,315.0,133.0,12.0,0.0833333333333,0.0833333333333,0.0833333333333,99.0,174.0,342,99.0,174.0,342
23310,1,3,3,4,2,4,3.0,280.0,151.0,30.0,0.0333333333333,0.0333333333333,0.0333333333333,99.0,174.0,324,99.0,174.0,324
23316,4,3,2,2,4,1,235.0,77.0,99.0,25.0,0.12,0.08,0.04,99.0,174.0,321,99.0,174.0,321
23320,4,3,2,3,1,1,289.0,65.0,163.0,9.0,0.222222222222,0.111111111111,0.111111111111,99.0,174.0,336,99.0,174.0,336
23322,4,2,4,3,3,2,74.0,107.0,197.0,8.0,0.125,0.125,0.125,105.0,177.0,345,105.0,177.0,345
23325,4,2,2,1,3,1,36.0,229.0,6.0,21.0,0.047619047619,0.047619047619,0.047619047619,99.0,174.0,339,99.0,174.0,339
23326,1,3,3,3,2,1,129.0,131.0,132.0,10.0,0.1,0.1,0.1,102.0,174.0,351,102.0,174.0,351
23330,3,3,2,4,3,1,132.0,263.0,141.0,36.0,0.0277777777778,0.0277777777778,0.0277777777778,99.0,174.0,330,99.0,174.0,330
23336,3,3,3,3,3,4,44.0,161.0,69.0,19.0,0.105263157895,0.0526315789474,0.0526315789474,99.0,180.0,330,99.0,180.0,330
23337,4,3,3,4,3,4,33.0,100.0,37.0,17.0,0.0588235294118,0.0588235294118,0.0588235294118,99.0,174.0,348,99.0,174.0,348
23339,4,3,3,1,3,4,104.0,115.0,235.0,20.0,0.05,0.05,0.05,99.0,174.0,333,99.0,174.0,333
23340,2,2,4,3,4,3,52.0,322.0,61.0,236.0,0.0508474576271,0.0338983050847,0.0169491525424,99.0,180.0,339,99.0,180.0,339
23342,3,1,2,3,4,1,347.0,139.0,140.0,36.0,0.194444444444,0.0555555555556,0.0555555555556,99.0,171.0,333,99.0,171.0,333
23343,2,4,2,2,1,1,120.0,64.0,16.0,24.0,0.0833333333333,0.0416666666667,0.0416666666667,99.0,174.0,336,99.0,174.0,336
23348,4,3,4,3,2,3,65.0,74.0,20.0,9.0,0.111111111111,0.111111111111,0.111111111111,99.0,171.0,333,99.0,171.0,333
23349,1,4,2,1,3,1,152.0,96.0,33.0,22.0,0.0909090909091,0.0454545454545,0.0454545454545,99.0,174.0,324,99.0,174.0,324
23352,2,4,2,2,1,1,211.0,66.0,35.0,10.0,0.2,0.1,0.1,99.0,174.0,336,99.0,174.0,336
23355,3,3,1,3,2,3,291.0,132.0,60.0,15.0,0.0666666666667,0.0666666666667,0.0666666666667,105.0,177.0,336,105.0,177.0,336
23356,3,4,3,3,1,4,14.0,256.0,36.0,26.0,0.0769230769231,0.0384615384615,0.0384615384615,105.0,177.0,336,105.0,177.0,336
23362,4,1,4,1,4,3,151.0,40.0,138.0,15.0,0.133333333333,0.0666666666667,0.0666666666667,99.0,174.0,339,99.0,174.0,339
23364,2,3,3,2,2,4,325.0,301.0,46.0,23.0,0.0434782608696,0.0434782608696,0.0434782608696,99.0,174.0,339,99.0,174.0,339
23368,4,3,2,1,2,1,292.0,53.0,46.0,55.0,0.0545454545455,0.0545454545455,0.0363636363636,99.0,174.0,333,99.0,174.0,333
23375,4,3,3,1,1,4,163.0,36.0,296.0,19.0,0.0526315789474,0.0526315789474,0.0526315789474,99.0,174.0,312,99.0,174.0,312
23381,2,4,3,3,1,4,134.0,264.0,41.0,11.0,0.0909090909091,0.0909090909091,0.0909090909091,99.0,171.0,333,99.0,171.0,333
23382,4,3,4,3,2,2,65.0,129.0,104.0,14.0,0.0714285714286,0.0714285714286,0.0714285714286,99.0,174.0,336,99.0,174.0,336
23387,1,3,2,2,4,1,39.0,163.0,105.0,11.0,0.181818181818,0.0909090909091,0.0909090909091,108.0,180.0,369,108.0,180.0,369
23388,1,3,2,2,4,1,70.0,151.0,72.0,7.0,0.285714285714,0.285714285714,0.142857142857,99.0,174.0,324,99.0,174.0,324
23391,3,1,1,3,1,4,34.0,60.0,170.0,21.0,0.047619047619,0.047619047619,0.047619047619,99.0,174.0,348,99.0,174.0,348
23393,4,3,2,3,1,4,289.0,298.0,143.0,9.0,0.111111111111,0.111111111111,0.111111111111,99.0,174.0,348,99.0,174.0,348
23395,3,1,3,3,2,1,27.0,321.0,37.0,23.0,0.130434782609,0.0434782608696,0.0434782608696,99.0,180.0,360,99.0,180.0,360
23399,2,1,3,3,3,4,214.0,133.0,106.0,11.0,0.0909090909091,0.0909090909091,0.0909090909091,99.0,174.0,354,99.0,174.0,354
23400,4,2,2,2,4,1,194.0,37.0,173.0,6.0,0.166666666667,0.166666666667,0.166666666667,99.0,174.0,354,99.0,174.0,354
23401,2,4,3,3,1,1,123.0,7.0,140.0,8.0,0.125,0.125,0.125,99.0,174.0,354,99.0,174.0,354
23404,4,3,1,1,3,4,33.0,98.0,132.0,20.0,0.05,0.05,0.05,99.0,174.0,318,99.0,174.0,318
23408,2,4,4,1,4,3,165.0,201.0,138.0,9.0,0.111111111111,0.111111111111,0.111111111111,99.0,171.0,339,99.0,171.0,339
23410,1,1,2,2,2,1,182.0,208.0,68.0,26.0,0.153846153846,0.0384615384615,0.0384615384615,105.0,177.0,330,105.0,177.0,330
23415,2,1,3,2,1,2,88.0,55.0,342.0,33.0,0.0909090909091,0.0606060606061,0.030303030303,99.0,171.0,327,99.0,171.0,327
23419,1,1,3,3,3,1,128.0,129.0,26.0,9.0,0.111111111111,0.111111111111,0.111111111111,99.0,174.0,345,99.0,174.0,345
23426,3,4,2,2,1,1,220.0,60.0,300.0,18.0,0.222222222222,0.111111111111,0.111111111111,91.0,172.0,328,91.0,172.0,328
23435,3,4,3,3,3,1,19.0,37.0,223.0,9.0,0.111111111111,0.111111111111,0.111111111111,99.0,174.0,345,99.0,174.0,345
23439,4,1,1,1,3,2,28.0,51.0,161.0,30.0,0.0666666666667,0.0666666666667,0.0333333333333,99.0,174.0,336,99.0,174.0,336
23451,3,4,2,2,4,1,242.0,212.0,32.0,26.0,0.0769230769231,0.0769230769231,0.0384615384615,99.0,174.0,306,99.0,174.0,306
23453,4,1,4,4,1,3,161.0,362.0,82.0,10.0,0.1,0.1,0.1,102.0,174.0,339,102.0,174.0,339
23455,2,4,2,2,1,1,82.0,275.0,33.0,84.0,0.0357142857143,0.0357142857143,0.0238095238095,105.0,177.0,339,105.0,177.0,339
23458,1,3,3,3,1,4,129.0,257.0,23.0,14.0,0.0714285714286,0.0714285714286,0.0714285714286,99.0,171.0,333,99.0,171.0,333
23462,2,4,3,2,1,4,64.0,142.0,281.0,37.0,0.027027027027,0.027027027027,0.027027027027,99.0,174.0,318,99.0,174.0,318
23464,3,3,1,3,4,2,16.0,49.0,239.0,21.0,0.047619047619,0.047619047619,0.047619047619,99.0,174.0,342,99.0,174.0,342
23465,3,4,2,4,3,1,347.0,118.0,260.0,30.0,0.0666666666667,0.0666666666667,0.0333333333333,99.0,174.0,342,99.0,174.0,342
23466,3,2,2,3,4,1,275.0,77.0,3.0,28.0,0.0714285714286,0.0714285714286,0.0357142857143,99.0,174.0,342,99.0,174.0,342
23467,1,1,2,1,2,1,170.0,129.0,130.0,17.0,0.117647058824,0.0588235294118,0.0588235294118,99.0,174.0,333,99.0,174.0,333
23486,3,4,3,2,1,4,5.0,12.0,314.0,32.0,0.0625,0.0625,0.0625,105.0,177.0,324,105.0,177.0,324
23487,3,1,2,4,2,1,57.0,339.0,133.0,17.0,0.0588235294118,0.0588235294118,0.0588235294118,99.0,180.0,345,99.0,180.0,345
23489,3,3,1,3,4,3,136.0,66.0,142.0,14.0,0.142857142857,0.0714285714286,0.0714285714286,105.0,177.0,324,105.0,177.0,324
23498,1,3,4,2,4,1,18.0,24.0,54.0,22.0,0.318181818182,0.0909090909091,0.0454545454545,102.0,174.0,327,102.0,174.0,327
23503,3,1,4,3,3,3,142.0,302.0,150.0,63.0,0.031746031746,0.031746031746,0.031746031746,99.0,174.0,354,99.0,174.0,354
23510,4,1,2,1,3,4,80.0,291.0,54.0,32.0,0.03125,0.03125,0.03125,99.0,174.0,324,99.0,174.0,324
23512,3,3,3,2,2,1,22.0,155.0,193.0,34.0,0.147058823529,0.0588235294118,0.0294117647059,99.0,174.0,333,99.0,174.0,333
23517,2,2,2,4,3,1,51.0,320.0,33.0,11.0,0.181818181818,0.0909090909091,0.0909090909091,99.0,177.0,342,99.0,177.0,342
23521,3,1,4,4,3,3,142.0,158.0,181.0,19.0,0.105263157895,0.105263157895,0.105263157895,99.0,174.0,348,99.0,174.0,348
23523,2,3,2,2,1,1,113.0,44.0,23.0,23.0,0.130434782609,0.0869565217391,0.0869565217391,99.0,174.0,333,99.0,174.0,333
23527,1,1,1,3,2,2,156.0,128.0,257.0,11.0,0.181818181818,0.0909090909091,0.0909090909091,99.0,174.0,306,99.0,174.0,306
23528,1,2,4,4,2,3,324.0,137.0,144.0,9.0,0.111111111111,0.111111111111,0.111111111111,99.0,174.0,306,99.0,174.0,306
23532,1,3,2,2,4,1,70.0,74.0,139.0,17.0,0.0588235294118,0.0588235294118,0.0588235294118,99.0,174.0,333,99.0,174.0,333
23538,3,1,4,2,2,3,261.0,155.0,9.0,20.0,0.35,0.15,0.1,99.0,174.0,333,99.0,174.0,333
23546,1,3,3,2,2,4,261.0,133.0,40.0,22.0,0.318181818182,0.0909090909091,0.0909090909091,99.0,174.0,327,99.0,174.0,327
23549,1,3,4,3,3,3,161.0,130.0,22.0,8.0,0.125,0.125,0.125,99.0,174.0,342,99.0,174.0,342
23550,3,2,1,1,1,3,290.0,291.0,109.0,48.0,0.0416666666667,0.0416666666667,0.0416666666667,99.0,174.0,342,99.0,174.0,342
23561,4,4,3,1,3,4,135.0,134.0,136.0,50.0,0.04,0.02,0.02,105.0,177.0,339,105.0,177.0,339
23566,4,3,3,1,4,1,140.0,195.0,164.0,22.0,0.136363636364,0.0454545454545,0.0454545454545,99.0,174.0,357,99.0,174.0,357
23568,1,2,4,3,3,3,167.0,206.0,96.0,28.0,0.107142857143,0.0714285714286,0.0714285714286,99.0,174.0,336,99.0,174.0,336
23572,1,2,4,3,3,3,105.0,32.0,129.0,33.0,0.0606060606061,0.030303030303,0.030303030303,99.0,174.0,354,99.0,174.0,354
23573,4,3,3,4,3,4,33.0,72.0,201.0,21.0,0.142857142857,0.142857142857,0.142857142857,99.0,174.0,354,99.0,174.0,354
23575,1,3,2,1,2,1,167.0,12.0,185.0,21.0,0.190476190476,0.0952380952381,0.0952380952381,99.0,171.0,351,99.0,171.0,351
23577,4,3,3,3,3,1,43.0,33.0,3.0,16.0,0.25,0.125,0.0625,105.0,177.0,318,105.0,177.0,318
23583,3,2,4,3,3,1,133.0,19.0,296.0,19.0,0.0526315789474,0.0526315789474,0.0526315789474,99.0,174.0,309,99.0,174.0,309
23584,1,3,3,3,2,4,195.0,229.0,198.0,15.0,0.0666666666667,0.0666666666667,0.0666666666667,99.0,174.0,333,99.0,174.0,333
23588,2,4,3,4,3,1,252.0,226.0,324.0,8.0,0.25,0.125,0.125,99.0,180.0,330,99.0,180.0,330
23589,1,3,3,3,2,4,129.0,35.0,132.0,25.0,0.04,0.04,0.04,99.0,174.0,330,99.0,174.0,330
23591,3,3,2,2,3,1,277.0,95.0,295.0,20.0,0.1,0.05,0.05,99.0,174.0,342,99.0,174.0,342
23595,1,4,3,3,1,4,162.0,139.0,69.0,26.0,0.0384615384615,0.0384615384615,0.0384615384615,99.0,174.0,321,99.0,174.0,321
23597,2,1,2,3,1,1,226.0,106.0,212.0,26.0,0.115384615385,0.115384615385,0.115384615385,99.0,174.0,339,99.0,174.0,339
23610,1,3,4,3,3,3,138.0,52.0,67.0,26.0,0.0769230769231,0.0769230769231,0.0384615384615,105.0,177.0,354,105.0,177.0,354
23613,3,4,1,1,3,2,66.0,61.0,77.0,16.0,0.125,0.0625,0.0625,99.0,174.0,327,99.0,174.0,327
23615,4,4,3,1,3,1,135.0,101.0,134.0,20.0,0.1,0.05,0.05,99.0,174.0,336,99.0,174.0,336
23619,2,4,3,3,3,1,106.0,158.0,347.0,14.0,0.142857142857,0.142857142857,0.142857142857,99.0,171.0,333,99.0,171.0,333
23624,2,1,2,4,3,1,67.0,171.0,12.0,30.0,0.0666666666667,0.0666666666667,0.0666666666667,99.0,171.0,333,99.0,171.0,333
23627,3,3,3,3,4,4,326.0,320.0,27.0,16.0,0.125,0.0625,0.0625,99.0,171.0,333,99.0,171.0,333
23629,3,3,3,3,2,4,130.0,9.0,272.0,25.0,0.04,0.04,0.04,99.0,174.0,345,99.0,174.0,345
23631,2,4,3,1,2,4,216.0,41.0,130.0,9.0,0.111111111111,0.111111111111,0.111111111111,99.0,174.0,345,99.0,174.0,345
23632,2,4,2,2,4,1,61.0,37.0,85.0,84.0,0.047619047619,0.0357142857143,0.0357142857143,99.0,174.0,333,99.0,174.0,333
23644,3,4,3,2,1,4,66.0,73.0,130.0,11.0,0.0909090909091,0.0909090909091,0.0909090909091,99.0,171.0,321,99.0,171.0,321
23648,3,2,1,3,2,2,68.0,38.0,198.0,8.0,0.125,0.125,0.125,105.0,177.0,354,105.0,177.0,354
23649,3,1,3,3,1,4,289.0,164.0,230.0,30.0,0.0333333333333,0.0333333333333,0.0333333333333,99.0,171.0,339,99.0,171.0,339
23652,1,3,3,3,2,4,130.0,261.0,15.0,23.0,0.0434782608696,0.0434782608696,0.0434782608696,99.0,174.0,333,99.0,174.0,333
23656,4,4,2,3,1,1,341.0,36.0,72.0,21.0,0.0952380952381,0.047619047619,0.047619047619,99.0,174.0,336,99.0,174.0,336
23659,2,4,4,2,3,3,42.0,285.0,66.0,8.0,0.125,0.125,0.125,105.0,177.0,342,105.0,177.0,342
23661,1,2,4,3,4,2,68.0,72.0,157.0,18.0,0.111111111111,0.111111111111,0.111111111111,105.0,177.0,345,105.0,177.0,345
23663,3,4,2,3,3,1,293.0,200.0,224.0,27.0,0.111111111111,0.0740740740741,0.037037037037,99.0,174.0,345,99.0,174.0,345
23664,1,1,3,3,3,1,134.0,71.0,135.0,17.0,0.0588235294118,0.0588235294118,0.0588235294118,99.0,174.0,330,99.0,174.0,330
23666,3,3,1,4,1,2,77.0,134.0,135.0,31.0,0.0645161290323,0.0322580645161,0.0322580645161,99.0,174.0,318,99.0,174.0,318
23673,4,2,4,2,4,2,72.0,353.0,263.0,30.0,0.0666666666667,0.0333333333333,0.0333333333333,99.0,171.0,333,99.0,171.0,333
23675,4,3,1,1,3,2,33.0,130.0,67.0,28.0,0.0357142857143,0.0357142857143,0.0357142857143,99.0,174.0,309,99.0,174.0,309
23678,3,3,4,2,2,3,109.0,197.0,72.0,9.0,0.222222222222,0.111111111111,0.111111111111,99.0,174.0,336,99.0,174.0,336
23679,4,3,3,4,1,1,33.0,35.0,197.0,12.0,0.0833333333333,0.0833333333333,0.0833333333333,99.0,174.0,336,99.0,174.0,336
23684,1,4,3,3,4,4,168.0,3.0,35.0,6.0,0.166666666667,0.166666666667,0.166666666667,99.0,180.0,327,99.0,180.0,327
23685,4,4,3,3,2,1,144.0,51.0,109.0,7.0,0.142857142857,0.142857142857,0.142857142857,99.0,174.0,339,99.0,174.0,339
23686,2,3,2,2,3,1,259.0,18.0,37.0,33.0,0.121212121212,0.030303030303,0.030303030303,99.0,174.0,339,99.0,174.0,339
23688,4,2,2,3,4,1,188.0,96.0,162.0,8.0,0.25,0.125,0.125,99.0,174.0,339,99.0,174.0,339
23691,3,2,1,3,2,3,68.0,75.0,25.0,16.0,0.0625,0.0625,0.0625,99.0,174.0,327,99.0,174.0,327
23696,1,1,1,1,2,2,68.0,147.0,294.0,14.0,0.142857142857,0.142857142857,0.0714285714286,99.0,171.0,345,99.0,171.0,345
23698,2,1,3,4,4,4,147.0,135.0,13.0,30.0,0.0666666666667,0.0333333333333,0.0333333333333,99.0,174.0,342,99.0,174.0,342
23704,1,3,1,2,4,2,56.0,105.0,45.0,6.0,0.166666666667,0.166666666667,0.166666666667,105.0,177.0,336,105.0,177.0,336
23706,3,3,1,3,4,3,136.0,129.0,11.0,11.0,0.181818181818,0.0909090909091,0.0909090909091,99.0,174.0,339,99.0,174.0,339
23707,4,3,2,4,4,1,310.0,59.0,256.0,26.0,0.0769230769231,0.0769230769231,0.0384615384615,99.0,174.0,339,99.0,174.0,339
23709,3,3,2,2,2,1,23.0,153.0,98.0,20.0,0.25,0.1,0.05,99.0,174.0,360,99.0,174.0,360
23711,1,3,3,3,2,4,130.0,131.0,142.0,13.0,0.0769230769231,0.0769230769231,0.0769230769231,99.0,174.0,339,99.0,174.0,339
23712,1,2,4,1,2,1,321.0,59.0,101.0,11.0,0.0909090909091,0.0909090909091,0.0909090909091,99.0,174.0,336,99.0,174.0,336
23715,4,4,2,1,2,1,80.0,195.0,133.0,17.0,0.176470588235,0.117647058824,0.117647058824,99.0,171.0,306,99.0,171.0,306
23717,3,2,1,2,4,2,66.0,163.0,146.0,14.0,0.0714285714286,0.0714285714286,0.0714285714286,99.0,174.0,339,99.0,174.0,339
23718,3,2,2,3,1,1,198.0,258.0,5.0,11.0,0.363636363636,0.0909090909091,0.0909090909091,99.0,174.0,339,99.0,174.0,339
23723,1,3,2,1,3,1,251.0,19.0,33.0,17.0,0.176470588235,0.0588235294118,0.0588235294118,99.0,174.0,336,99.0,174.0,336
23728,1,2,3,3,2,4,269.0,110.0,49.0,14.0,0.0714285714286,0.0714285714286,0.0714285714286,99.0,171.0,318,99.0,171.0,318
23729,4,2,3,3,1,4,266.0,100.0,253.0,31.0,0.0645161290323,0.0645161290323,0.0645161290323,99.0,174.0,333,99.0,174.0,333
23730,1,2,2,1,4,1,353.0,90.0,43.0,17.0,0.352941176471,0.117647058824,0.0588235294118,99.0,174.0,333,99.0,174.0,333
23732,1,2,1,1,4,2,353.0,368.0,355.0,24.0,0.25,0.166666666667,0.166666666667,99.0,174.0,333,99.0,174.0,333
23734,1,3,2,1,3,4,89.0,83.0,171.0,9.0,0.111111111111,0.111111111111,0.111111111111,99.0,174.0,336,99.0,174.0,336
23735,3,3,4,2,2,3,109.0,118.0,97.0,28.0,0.0714285714286,0.0714285714286,0.0357142857143,105.0,177.0,357,105.0,177.0,357
23738,2,3,3,1,2,4,183.0,325.0,67.0,22.0,0.136363636364,0.0909090909091,0.0454545454545,99.0,174.0,339,99.0,174.0,339
23740,4,2,2,1,3,1,36.0,200.0,229.0,16.0,0.25,0.25,0.1875,99.0,174.0,339,99.0,174.0,339
23742,4,3,3,3,1,4,144.0,45.0,160.0,34.0,0.117647058824,0.0588235294118,0.0294117647059,99.0,171.0,345,99.0,171.0,345
23749,2,3,1,4,4,3,315.0,29.0,96.0,23.0,0.0869565217391,0.0869565217391,0.0434782608696,99.0,174.0,345,99.0,174.0,345
23751,4,3,4,3,2,3,65.0,66.0,201.0,12.0,0.0833333333333,0.0833333333333,0.0833333333333,99.0,174.0,324,99.0,174.0,324
23754,3,2,4,2,2,3,119.0,66.0,99.0,19.0,0.105263157895,0.0526315789474,0.0526315789474,102.0,174.0,315,102.0,174.0,315
23756,4,1,2,4,1,1,173.0,114.0,68.0,16.0,0.125,0.125,0.0625,99.0,174.0,336,99.0,174.0,336
23760,3,2,2,4,3,4,30.0,203.0,107.0,10.0,0.2,0.1,0.1,99.0,174.0,318,99.0,174.0,318
23761,2,4,3,3,1,1,134.0,195.0,276.0,30.0,0.0333333333333,0.0333333333333,0.0333333333333,99.0,174.0,327,99.0,174.0,327
23766,1,4,3,1,4,4,96.0,17.0,83.0,12.0,0.0833333333333,0.0833333333333,0.0833333333333,99.0,171.0,330,99.0,171.0,330
23774,4,2,2,2,4,1,50.0,66.0,36.0,37.0,0.162162162162,0.0540540540541,0.0540540540541,102.0,174.0,339,102.0,174.0,339
23776,3,2,3,3,1,4,263.0,339.0,340.0,26.0,0.115384615385,0.115384615385,0.115384615385,105.0,177.0,315,105.0,177.0,315
23778,2,1,4,2,2,3,222.0,49.0,177.0,26.0,0.115384615385,0.0769230769231,0.0769230769231,99.0,174.0,339,99.0,174.0,339
23783,3,4,3,2,1,4,66.0,326.0,24.0,19.0,0.105263157895,0.105263157895,0.105263157895,99.0,174.0,333,99.0,174.0,333
23787,3,1,2,1,2,1,218.0,68.0,102.0,15.0,0.2,0.0666666666667,0.0666666666667,99.0,171.0,336,99.0,171.0,336
23789,3,2,2,2,2,1,124.0,98.0,49.0,18.0,0.277777777778,0.0555555555556,0.0555555555556,99.0,171.0,333,99.0,171.0,333
23790,1,4,3,3,4,4,302.0,28.0,48.0,38.0,0.0526315789474,0.0526315789474,0.0526315789474,99.0,174.0,354,99.0,174.0,354
23791,4,2,1,3,2,2,111.0,70.0,149.0,9.0,0.444444444444,0.222222222222,0.111111111111,99.0,174.0,336,99.0,174.0,336
23794,3,4,4,1,4,3,149.0,156.0,56.0,40.0,0.05,0.05,0.05,99.0,174.0,330,99.0,174.0,330
23799,3,3,3,1,4,4,159.0,198.0,129.0,21.0,0.190476190476,0.0952380952381,0.047619047619,99.0,174.0,336,99.0,174.0,336
23801,3,4,1,3,4,3,96.0,173.0,177.0,11.0,0.0909090909091,0.0909090909091,0.0909090909091,105.0,177.0,357,105.0,177.0,357
23804,4,3,3,3,3,1,338.0,180.0,157.0,347.0,0.0259365994236,0.0201729106628,0.0172910662824,99.0,174.0,330,99.0,174.0,330
23806,3,3,4,2,2,3,109.0,67.0,108.0,44.0,0.0681818181818,0.0454545454545,0.0454545454545,105.0,177.0,348,105.0,177.0,348
23808,1,1,3,3,3,4,194.0,131.0,302.0,12.0,0.0833333333333,0.0833333333333,0.0833333333333,99.0,174.0,336,99.0,174.0,336
23813,4,4,3,3,2,1,96.0,68.0,103.0,10.0,0.1,0.1,0.1,99.0,174.0,327,99.0,174.0,327
23816,1,2,3,3,2,1,275.0,64.0,65.0,16.0,0.1875,0.0625,0.0625,102.0,174.0,330,102.0,174.0,330
23817,4,1,3,4,1,4,160.0,256.0,83.0,24.0,0.0416666666667,0.0416666666667,0.0416666666667,99.0,174.0,351,99.0,174.0,351
23818,1,3,4,4,2,2,34.0,138.0,44.0,9.0,0.111111111111,0.111111111111,0.111111111111,99.0,174.0,351,99.0,174.0,351
23819,2,4,3,2,1,4,64.0,36.0,230.0,18.0,0.0555555555556,0.0555555555556,0.0555555555556,99.0,174.0,336,99.0,174.0,336
23823,3,2,4,1,2,2,320.0,167.0,40.0,10.0,0.1,0.1,0.1,99.0,174.0,336,99.0,174.0,336
23826,1,3,3,3,2,1,195.0,198.0,166.0,18.0,0.0555555555556,0.0555555555556,0.0555555555556,99.0,174.0,336,99.0,174.0,336
23829,4,2,2,1,1,1,224.0,3.0,5.0,27.0,0.037037037037,0.037037037037,0.037037037037,99.0,174.0,366,99.0,174.0,366
23835,3,2,3,1,1,4,290.0,35.0,295.0,14.0,0.0714285714286,0.0714285714286,0.0714285714286,99.0,171.0,327,99.0,171.0,327
23837,3,3,2,4,4,1,70.0,123.0,189.0,21.0,0.142857142857,0.0952380952381,0.0952380952381,99.0,174.0,324,99.0,174.0,324
